License Number,Business Name,DBA/Trade Name,business_id,Business Category,License Type,License Status,Initial Issuance Date,Expiration Date,license_city,license_state,license_zip,complaint_id,created_date,closed_date,complaint_type,descriptor,incident_address,incident_zip,complaint_address_type,status,resolution_description,complaint_count,eviction_count
2021842-2-DCA,YOUR CHOICE DELI GROCERY CORP,,BA-1537023-2022,Tobacco Retail Dealer,Premises,Expired,04/29/2015,12/31/2022,BRONX,NY,10458,,,,,,,,,,,0,1
1066577-DCA,"ZINGONE, NICHOLAS & ZINGONE, GUISEPPINA",ZINGONE BROTHERS,BA-1537069-2022,Tobacco Retail Dealer,Premises,Revoked,11/20/2000,12/31/2023,NEW YORK,NY,10024,,,,,,,,,,,0,1
2108678-DCA,ZEE SKYLINE CONTRACTING CORP,,BA-1537370-2022,Home Improvement Contractor,Premises,Failed to Renew,09/08/2022,02/28/2025,BROOKLYN,NY,11223,64370793,2025-03-16T14:15:06.000,2025-03-17T17:30:52.000,Illegal Parking,Posted Parking Sign Violation,410 AVENUE X,11223,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,1,1
2089554-DCA,WEST 87TH GARAGE LLC,,BA-1537502-2022,Garage & Parking Lot,Premises,Active,08/14/2019,03/31/2027,NEW YORK,NY,10024,64220827,2025-02-28T11:29:00.000,2025-03-03T12:30:00.000,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",2373 BROADWAY,10024,ADDRESS,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",3,0
1044927-DCA,"SALGADO, JOSE",SALGADO'S SUPERETTE,BA-1537683-2022,Tobacco Retail Dealer,Premises,Revoked,10/24/2000,12/31/2023,BRONX,NY,10459,,,,,,,,,,,0,1
2103401-DCA,WORLDWIDE PLAZA GARAGE LLC,,BA-1537728-2022,Garage & Parking Lot,Premises,Active,01/10/2022,03/31/2027,NEW YORK,NY,10019,64342336,2025-03-13T09:50:00.000,2025-03-14T11:13:00.000,Lead,Lead Kit Request (Residential) (L10),350 WEST   50 STREET,10019,ADDRESS,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,3,0
2095009-DCA,"Watchfinder North America, Inc.",,BA-1537756-2022,Secondhand Dealer - General,Premises,Expired,03/03/2020,07/31/2023,NEW YORK,NY,10022,,,,,,,,,,,0,1
2072659-1-DCA,S & K DELI AND GRILL INC.,,BA-1538162-2022,Tobacco Retail Dealer,Premises,Expired,06/05/2018,12/31/2023,BROOKLYN,NY,11211,,,,,,,,,,,0,1
2019816-2-DCA,"THE CAVE SMOKE SHOP OF 10TH AVE, CORP.",,BA-1538206-2022,Tobacco Retail Dealer,Premises,Active,03/20/2015,12/31/2026,NEW YORK,NY,10036,64240440,2025-03-03T22:15:01.000,2025-03-04T00:03:45.000,Noise - Residential,Banging/Pounding,500 WEST   47 STREET,10036,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,3,0
1395662-DCA,TEAMS MARKET INC.,KEY FOOD,BA-1538309-2022,Stoop Line Stand,Premises,Active,06/09/2011,03/31/2026,BRONX,NY,10453,64446180,2025-03-24T20:01:59.000,2025-03-24T20:26:46.000,Noise - Residential,Loud Music/Party,1791 WALTON AVENUE,10453,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,3,8
2099853-DCA,THE ARCHES PARKING CORP,NAGLE PARKING,BA-1538427-2022,Garage & Parking Lot,Premises,Active,07/02/2021,03/31/2027,BRONX,NY,10451,64194392,2025-02-26T15:32:57.000,2025-02-28T05:13:38.000,Illegal Parking,Posted Parking Sign Violation,228 EAST  135 STREET,10451,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,5,0
1290909-DCA,SHAFI MOHAMMAD,TESCO CONSTRUCTION CO,BA-1538548-2022,Home Improvement Contractor,Premises,Failed to Renew,07/01/2008,02/28/2025,BROOKLYN,NY,11214,64195046,2025-02-26T10:29:34.000,2025-03-27T11:25:57.000,UNSANITARY CONDITION,PESTS,8609 BAY   16 STREET,11214,ADDRESS,Closed,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",22,0
2066711-1-DCA,WANDA RP CORP,,BA-1538661-2022,Tobacco Retail Dealer,Premises,Expired,02/23/2018,12/31/2023,BRONX,NY,10452,64488849,2025-03-28T10:43:03.000,2025-04-02T19:15:37.000,PAINT/PLASTER,CEILING,104 ELLIOT PLACE,10452,ADDRESS,Closed,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",6,1
1378368-DCA,TODO EN COMPUTADORA INC.,,BA-1538696-2022,Electronics Store,Premises,Expired,12/07/2010,12/31/2022,NEW YORK,NY,10033,64648023,2025-04-14T12:47:20.000,,DOOR/WINDOW,WINDOW FRAME,200 AUDUBON AVENUE,10033,ADDRESS,Open,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,5,0
2091210-2-DCA,WILLYS GROCERY STORE INC,,BA-1538848-2022,Tobacco Retail Dealer,Premises,Surrendered,10/07/2019,12/31/2024,BRONX,NY,10455,,,,,,,,,,,0,1
1245707-DCA,"ZELIK, JOSEPH",,BA-1538874-2022,Home Improvement Contractor,Premises,Active,12/29/2006,02/28/2027,BROOKLYN,NY,11229,64220090,2025-02-28T15:00:07.000,2025-03-11T14:42:11.000,Street Sign - Dangling,Street Cleaning - ASP,2405 AVENUE U,11229,ADDRESS,Closed,The Department of Transportation has completed the request or corrected the condition.,4,0
2099354-DCA,SK ELITE CONSTRUCTION CORP,,BA-1538895-2022,Home Improvement Contractor,Premises,Expired,06/10/2021,02/28/2023,BROOKLYN,NY,11206,64385622,2025-03-18T01:13:00.000,2025-03-18T01:40:29.000,Illegal Parking,Posted Parking Sign Violation,7 MARCUS GARVEY BOULEVARD,11206,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,5,0
2030527-DCA,T-MOBILE NORTHEAST LLC,T-Mobile 4110,BA-1538901-2022,Electronics Store,Premises,Active,11/17/2015,12/31/2026,NEW YORK,NY,10036,64204023,2025-02-27T11:12:12.000,,Taxi Complaint,Driver Complaint - Passenger,1535 BROADWAY,10036,ADDRESS,In Progress,,13,0
1421677-DCA,SAM DELI AND GROCERY II INC.,,BA-1538977-2022,Tobacco Retail Dealer,Premises,Active,03/09/2012,12/31/2025,BROOKLYN,NY,11215,64387687,2025-03-18T12:56:00.000,2025-03-18T15:39:00.000,Water System,Dirty Water (WE),1601 10 AVENUE,11215,ADDRESS,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,4,0
2081911-1-DCA,TUDOR MINI MARKET CAFE INC.,,BA-1538996-2022,Tobacco Retail Dealer,Premises,Active,02/04/2019,12/31/2025,MANHATTAN,NY,10017,64349994,2025-03-13T18:30:08.000,2025-03-15T10:56:49.000,Street Sign - Dangling,Do Not Enter,5 TUDOR CITY PLACE,10017,ADDRESS,Closed,The Department of Transportation has completed the request or corrected the condition.,7,0
2052387-2-DCA,STADIUM DISCOUNT INC,,BA-1539058-2022,Tobacco Retail Dealer,Premises,Expired,05/03/2017,12/31/2022,BRONX,NY,10452,,,,,,,,,,,0,2
2067901-DCA,"Wireless Vision, LLC",T-Mobile Limited,BA-1539339-2022,Secondhand Dealer - General,Premises,Ready for Renewal,03/16/2018,07/31/2025,NEW YORK,NY,10016,64557976,2025-04-04T09:19:27.000,2025-04-06T14:02:32.000,HEAT/HOT WATER,ENTIRE BUILDING,407 3 AVENUE,10016,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",4,0
1135103-DCA,WEST PLAZA GARAGE LLC,,BA-1539593-2022,Garage & Parking Lot,Premises,Voided,02/17/2011,03/31/2025,NEW YORK,NY,10016,64336560,2025-03-12T23:18:36.000,2025-03-13T02:39:22.000,Noise - Vehicle,Car/Truck Horn,480 2 AVENUE,10016,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,4,0
2021743-2-DCA,WEST STREET GOURMET INCORPORATED,,BA-1539667-2022,Tobacco Retail Dealer,Premises,Active,04/27/2015,12/31/2026,NEW YORK,NY,10006,64482464,2025-03-27T18:09:11.000,2025-04-13T05:04:06.000,UNSANITARY CONDITION,PESTS,21 WEST STREET,10006,ADDRESS,Closed,An HPD Inspector was not able to gain access to inspect this complaint. The Inspector left a card at the time of the inspection and a letter was sent from HPD after the inspection attempt to encourage you to call to schedule an inspection. HPD did not receive a timely response from you and the complaint has been closed. Please submit a new service request with 311 if the condition still exists.,6,0
2048989-DCA,T-MOBILE NORTHEAST LLC,T-Mobile 4110,BA-1539729-2022,Electronics Store,Premises,Active,03/02/2017,12/31/2026,NEW YORK,NY,10025,64359670,2025-03-14T08:53:05.000,2025-03-14T19:02:55.000,Dirty Condition,Trash,2852 BROADWAY,10025,ADDRESS,Closed,The Department of Sanitation cleaned the location.,5,0
1125681-DCA,SPACE CARPENTER LLC,,BA-1539763-2022,Home Improvement Contractor,Premises,Active,10/16/2002,02/28/2027,NEW YORK,NY,10003,64565856,2025-04-05T19:37:12.000,2025-04-05T21:27:33.000,Noise - Residential,Loud Music/Party,306 EAST    5 STREET,10003,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,3,0
2107057-DCA,SP PLUS CORPORATION,,BA-1539810-2022,Garage & Parking Lot,Premises,Voided,06/28/2022,03/31/2025,NEW YORK,NY,10019,64348690,2025-03-13T07:44:31.000,,Taxi Complaint,Driver Complaint - Non Passenger,1335 AVENUE OF THE AMERICAS,10019,ADDRESS,In Progress,,5,0
2083877-DCA,SCIAME HOMES NY LLC,,BA-1539828-2022,Home Improvement Contractor,Premises,Active,03/29/2019,02/28/2027,NEW YORK,NY,10005,64268290,2025-03-05T08:52:59.000,2025-03-05T08:54:23.000,Homeless Person Assistance,,14 WALL STREET,10005,ADDRESS,Closed,The Department of Homeless Services did not have enough information to act on your request.,3,1
2028323-DCA,"ROYAL SEAFOOD OF BBA, INC.",ROYAL SEAFOOD,BA-1539837-2022,Stoop Line Stand,Premises,Active,09/14/2015,03/31/2026,BROOKLYN,NY,11235,64213046,2025-02-27T19:06:18.000,2025-02-28T06:38:33.000,Obstruction,Cone,3100 OCEAN PARKWAY,11235,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,19,3
1436395-DCA,UNIVERSAL CONSTRUCTION & CARPENTRY CORP.,,BA-1539838-2022,Home Improvement Contractor,Premises,Active,07/03/2012,02/28/2027,BROOKLYN,NY,11230,,,,,,,,,,,0,1
2101053-2-DCA,SNACK PARADISE 1 INC,,BA-1539859-2022,Tobacco Retail Dealer,Premises,Expired,08/24/2021,12/31/2022,ROCKAWAY PARK,NY,11694,64202085,2025-02-26T20:35:20.000,2025-02-26T21:15:19.000,Non-Emergency Police Matter,Other (complaint details),224 BEACH   98 STREET,11694,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,10,0
2096013-DCA,T-MOBILE NORTHEAST LLC,T-Mobile,BA-1540062-2022,Electronics Store,Premises,Active,07/22/2020,12/31/2026,BRONX,NY,10475,64267098,2025-03-05T14:31:31.000,2025-04-05T04:00:56.000,Consumer Complaint,Other Store (Non-Food),200 BAYCHESTER AVENUE,10475,ADDRESS,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,4,0
2125877-DCWP,SP PLUS CORPORATION,,BA-1540084-2022,Garage & Parking Lot,Premises,Active,12/20/2024,06/08/2025,NEW YORK,NY,10038,64231127,2025-03-01T22:57:19.000,2025-03-01T23:10:59.000,Noise - Residential,Loud Music/Party,8 SPRUCE STREET,10038,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,16,9
2019844-DCA,"U-SHIN GROUP, LLC",,BA-1540140-2022,Employment Agency,Premises,Active,03/23/2015,05/01/2026,NEW YORK,NY,10004,64335869,2025-03-12T07:04:20.000,2025-03-13T02:22:23.000,Graffiti,Graffiti,11 BROADWAY,11249,ADDRESS,Closed,,3,1
1056751-DCA,"SUHAIL, FADHL N.",SUHAIL DELI & GROCERY,BA-1540385-2022,Tobacco Retail Dealer,Premises,Surrendered,07/15/2010,12/31/2023,NEW YORK,NY,10031,64302247,2025-03-09T12:10:29.000,2025-03-11T19:59:22.000,HEAT/HOT WATER,ENTIRE BUILDING,1536 AMSTERDAM AVENUE,10031,ADDRESS,Closed,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,1,1
2073224-1-DCA,West End Super Corp,,BA-1540386-2022,Electronic Cigarette Dealer,Premises,Expired,06/12/2018,11/30/2023,NEW YORK,NY,10023,64328039,2025-03-11T11:30:19.000,2025-03-13T12:27:17.000,PLUMBING,WATER SUPPLY,110 WEST END AVENUE,10023,ADDRESS,Closed,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951.",1,1
1130526-DCA,SHIVUM NEWS INC.,,BA-1540594-2022,Tobacco Retail Dealer,Premises,Expired,01/17/2003,12/31/2022,NEW YORK,NY,10004,64195512,2025-02-26T07:49:17.000,2025-02-26T07:58:23.000,Vendor Enforcement,Non-Food Vendor,25 BROADWAY,10004,ADDRESS,Closed,,63,0
2104371-1-DCA,SOLAR MERIDIAN CORP,,BA-1540763-2022,Tobacco Retail Dealer,Premises,Active,03/09/2022,12/31/2025,NEW YORK,NY,10019,64327229,2025-03-11T17:28:21.000,2025-03-13T13:16:14.000,Illegal Dumping,Chronic Dumping,790 11 AVENUE,10019,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,6,0
2060639-2-DCA,"SINGH, SATNAM",SINGH GROCERY STORE,BA-1540859-2022,Tobacco Retail Dealer,Premises,Expired,11/13/2017,12/31/2022,BROOKLYN,NY,11230,64209797,2025-02-27T15:16:01.000,2025-02-27T16:08:58.000,Noise - Street/Sidewalk,Loud Talking,211 AVENUE M,11230,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,5,0
1444665-DCA,"REHAN & AMINA DRUG, CORP",Sams Drugs,BA-1540995-2022,Electronics Store,Premises,Active,09/11/2012,12/31/2026,BROOKLYN,NY,11221,64194274,2025-02-26T16:09:25.000,,Graffiti,Graffiti,1367 BROADWAY,11221,ADDRESS,Open,The graffiti on this property has been scheduled to be removed by the City.,6,0
2098363-DCA,THREE BUILDERS CONSTRUCTION CORP,,BA-1541405-2022,Home Improvement Contractor,Premises,Active,04/15/2021,02/28/2027,BROOKLYN,NY,11218,,,,,,,,,,,0,1
2106166-DCA,REALPRO PARKING LLC,,BA-1541694-2022,Garage & Parking Lot,Premises,Voided,05/19/2022,03/31/2025,NEW YORK,NY,10016,64218432,2025-02-28T00:14:00.000,2025-02-28T16:35:00.000,Noise,Noise: Construction Before/After Hours (NM1),330 EAST   39 STREET,10016,ADDRESS,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,7,0
2077027-DCA,The Practical Diva LLC,,BA-1541740-2022,Home Improvement Contractor,Premises,Expired,08/14/2018,02/28/2023,ALBANY,NY,12207,64466301,2025-03-26T13:16:43.000,2025-03-26T13:22:02.000,Noise - Street/Sidewalk,Loud Music/Party,600 BROADWAY,10012,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,3,0
2107286-DCA,SAMEE DELI GROCERY CORP,,BA-1542105-2022,Stoop Line Stand,Premises,Expired,07/06/2022,03/31/2024,NEW YORK,NY,10037,64188356,2025-02-25T20:00:42.000,2025-02-25T20:30:22.000,Noise - Street/Sidewalk,Loud Music/Party,2095 MADISON AVENUE,10037,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,5,6
2060529-DCA,STONE ATELIER INC,,BA-1542166-2022,Home Improvement Contractor,Premises,Active,11/08/2017,02/28/2027,RIDGEWOOD,NY,11385,64283711,2025-03-07T22:53:38.000,2025-03-08T04:46:47.000,Illegal Parking,Blocked Hydrant,759 SENECA AVENUE,11385,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,3,0
2123732-DCWP,SP PLUS CORPORATION,,BA-1542309-2022,Garage & Parking Lot,Premises,Active,08/21/2024,03/31/2027,BROOKLYN,NY,11217,64200111,2025-02-26T09:25:08.000,2025-02-26T11:20:00.000,Illegal Parking,Posted Parking Sign Violation,470 DEAN STREET,11217,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,21,0
1451701-DCA,Rent A Center,,BA-1542433-2022,Electronics Store,Premises,Surrendered,12/06/2012,12/31/2024,BRONX,NY,10453,64262503,2025-03-05T12:06:48.000,2025-03-05T12:25:59.000,Vendor Enforcement,Food Vendor,2501 GRAND CONCOURSE,10468,ADDRESS,Closed,,9,0
2071722-1-DCA,SUNFLOWER GLASS COMPANY INC.,,BA-1542796-2022,Electronic Cigarette Dealer,Premises,Expired,05/23/2018,11/30/2023,BROOKLYN,NY,11237,64597174,2025-04-08T16:41:27.000,,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,12 WILSON AVENUE,11237,ADDRESS,In Progress,The Department of Sanitation collected the requested items.,1,1
2015323-1-DCA,"ROMI CARDS & GIFTS, INC.",,BA-1542833-2022,Tobacco Retail Dealer,Premises,Active,11/06/2014,12/31/2025,STATEN ISLAND,NY,10306,,,,,,,,,,,0,1
